Сумма.баллов,Оценка.1,Оценка.2,Оценка.3,Оценка.4,ГТО.оценка,Сочинение.оценка,Аттестат.с.отличием.оценка,Оригинал.,Общежитие,Дата.заявления,Тип.насел..пункта,Участие.в.олимпиадах,Дата.выдачи.док..об.образов,Школа,Сумма.положительных.оценок,,,
385,100,94,88,96,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,21.06.2018,ГИМНАЗ 32 КАЛИНИНГРАД,378,,,
299,NA,100,96,96,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД,Призер Всероссийской олимпиады,28.06.2018,СУНЦ СВФУ,292,,,
348,80,82,94,91,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018 12:36:49,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1502 МОСКВ,347,,,
166,NA,90,NA,76,0,0,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,СОШ ЮГО ВОСТОК МАРШАЛ ЧУЙКОВА МОСКВ,166,,,
378,100,99,86,91,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ГИМНАЗ 1567 МОСКВ,376,,,
355,80,94,90,89,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2086 МОСКВ,353,,,
351,70,88,92,100,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1518 МОСКВ,350,,,
358,100,94,70,93,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ ПЯТЬДЕСЯТ СЕДЬМ МОСКВ,357,,,
348,70,82,89,100,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,23.06.2017,ГИМНАЗ 59 УЛАН,341,,,
349,70,80,94,98,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,24.06.2018,СОШ 4 БРЯНСК,342,,,
261,NA,94,92,73,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,25.06.2018,ЛИЦ 30 САНКТ-ПЕТЕРБУРГ,259,,,
243,NA,86,80,76,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД,Победитель олимпиады из Перечня,23.06.2018,СОШ 179 МОСКВ,242,,,
335,80,86,80,88,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,24.06.2017,ЛИЦ ЮГОРСК ФИЗ МАТ ЛИЦ ИНТЕРНАТ,334,,,
383,100,94,100,87,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД,Призер олимпиады из Перечня,24.06.2018,СОШ 14 ХИМК,381,,,
342,75,74,94,91,2,1,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018 13:26:32,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2026 МОСКВ,334,,,
385,100,94,88,100,0,3,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД,Призер олимпиады из Перечня,28.06.2018,ЛИЦ ТПУ ТОМСК,382,,,
350,75,82,98,94,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1580 МОСКВ,349,,,
356,70,94,94,91,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2013,ЛИЦ 1501 МОСКВ,349,,,
358,100,82,78,91,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД,Призер олимпиады из Перечня,30.06.2018,ЛИЦ 12 ЛЮБЕРЦЫ,351,,,
367,100,84,90,91,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,24.06.2018,ЛИЦ 5 ДОЛГОПРУДН,365,,,
382,100,99,96,82,2,3,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Призер олимпиады из Перечня,23.06.2018,СОШ КУРЧАТОВСК МОСКВ,377,,,
357,80,100,89,86,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,25.06.2015,ВГУ ГЕРАСИМОВА МОСКВ,355,,,
353,75,88,90,98,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД,Не является  победителем олимпиады,23.06.2018,СОШ 2086 МОСКВ,351,,,
381,100,100,84,91,0,1,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1547 МОСКВ,375,,,
368,100,92,90,85,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1550 МОСКВ,367,,,
364,100,88,92,82,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,03.07.2018 18:34:22,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 2086 МОСКВ,362,,,
192,NA,88,NA,96,0,3,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Победитель олимпиады из Перечня,28.06.2018,ЛИЦ 28 НИЖН,184,,,
270,NA,86,88,94,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД,Победитель олимпиады из Перечня,29.06.2018,ГИМНАЗ 2 САРОВ,268,,,
350,80,72,98,98,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,22.06.2018,СУНЦ МГ,348,,,
397,100,99,100,96,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ ВТОРАЯ ШКОЛА МОСКВ,395,,,
369,100,84,98,85,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1580 МОСКВ,367,,,
248,NA,88,80,78,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 106 УФ,246,,,
403,100,100,100,96,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,30.06.2018 18:44:16,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,22.06.2018,СУНЦ МГ,396,,,
385,100,90,98,96,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,30.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1568 МОСКВ,384,,,
200,NA,100,NA,94,0,1,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер Всероссийской олимпиады,23.06.2018,ЛИЦ ВТОРАЯ ШКОЛА МОСКВ,194,,,
407,100,100,100,100,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Призер олимпиады из Перечня,23.06.2018,ЛИЦ ВТОРАЯ ШКОЛА МОСКВ,400,,,
382,100,88,94,96,2,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,28.06.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ЛИЦ НАУЧНО ИНЖЕНЕРН ПРОФИЛ КОРОЛЕВ,378,,,
353,80,82,86,98,2,0,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,УЧИЛИЩ МОСКОВСКО ПРЕЗИДЕНТСКО КАДЕТСКО УЧИЛИЩ ШОЛОХОВ,346,,,
381,100,100,82,91,0,3,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД,Призер олимпиады из Перечня,21.06.2018,СОШ 171 МОСКВ,373,,,
343,70,84,92,96,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД,Не является  победителем олимпиады,25.06.2018,ГИМНАЗ 26 НАБЕРЕЖН ЧЕЛН,342,,,
388,100,94,94,94,0,1,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1550 МОСКВ,382,,,
339,100,92,70,76,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018 13:01:21,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Призер олимпиады из Перечня,23.06.2018,ЛИЦ РЕСПУБЛИКАНСК ЛИЦ ДЛ ОДАРЕННЫХ ДЕТЕЙ САРАНСК,338,,,
351,80,92,96,83,0,0,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,28.12.2017,ГИМНАЗ 56 ТОМСК,351,,,
344,65,92,80,100,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018 13:35:29,ГОРОД,Не является  победителем олимпиады,30.06.2018,ЛИЦ 12 ЛЮБЕРЦЫ,337,,,
357,100,84,84,87,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,29.06.2018,ГИМНАЗ ПРИ ВГУ,355,,,
375,90,88,96,96,0,0,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1571 МОСКВ,370,,,
364,100,88,90,82,2,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,360,,,
361,100,78,100,76,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1511,354,,,
377,80,94,98,96,2,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,27.06.2018,ЛИЦ 8 МАХАЧКАЛ,368,,,
345,85,84,96,78,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД,Не является  победителем олимпиады,25.06.2018,СОШ 15 ЗЛАТОУСТ,343,,,
334,100,78,74,81,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ ПЯТЬДЕСЯТ СЕДЬМ МОСКВ,333,,,
344,100,86,78,78,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СУНЦ МГ,342,,,
381,100,98,96,85,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Призер олимпиады из Перечня,23.06.2018,ЛИЦ ВТОРАЯ ШКОЛА МОСКВ,379,,,
346,70,86,90,98,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1501 МОСКВ,344,,,
335,70,84,90,91,0,0,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ 1514 МОСКВ,335,,,
352,70,82,100,91,2,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1501 МОСКВ,343,,,
381,100,94,92,94,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 315 МОСКВ,380,,,
358,100,84,84,89,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 315 МОСКВ,357,,,
355,70,98,88,98,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 1315 МОСКВ,354,,,
383,100,94,96,91,0,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ГИМНАЗ 1514 МОСКВ,381,,,
349,70,84,94,91,2,3,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ КАРМАСКАЛ,339,,,
334,55,84,92,96,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 853 МОСКВ,327,,,
359,100,88,74,96,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Призер олимпиады из Перечня,21.06.2018,СОШ 4 ВОСКРЕСЕНСК,358,,,
392,100,100,100,91,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ ВТОРАЯ ШКОЛА МОСКВ,391,,,
365,100,96,92,76,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Победитель олимпиады из Перечня,23.06.2018,СОШ 12 КУРГАН,364,,,
342,60,80,92,100,2,3,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 11:57:38,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ОПАЛИХОВСК ГИМНАЗ КРАСНОГОРСК,332,,,
359,75,88,94,94,0,3,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 315 МОСКВ,351,,,
362,100,78,96,87,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 153 УФ,361,,,
339,80,86,86,85,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,30.06.2018,СОШ 3 ЧАПАЕВСК,337,,,
375,100,92,100,82,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,20.06.2015,ЛИЦ ЮГОРСК ФИЗ МАТ ЛИЦ ИНТЕРНАТ,374,,,
394,100,94,100,94,0,1,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,23.06.2018,ЛИЦ 1547 МОСКВ,388,,,
339,75,86,82,94,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Не является  победителем олимпиады,25.06.2018,СОШ 40 КИРОВ,337,,,
374,100,96,88,89,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Призер олимпиады из Перечня,25.06.2018,ГИМНАЗ 26 НАБЕРЕЖН ЧЕЛН,373,,,
404,100,96,100,98,2,3,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 13:11:42,ГОРОД,Победитель олимпиады из Перечня,24.06.2018,СОШ 2 МОРШАНСК,394,,,
349,80,80,90,96,0,3,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Не является  победителем олимпиады,29.06.2018,ЛИЦ 15 САРОВ,346,,,
368,75,90,98,98,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,04.07.2018 14:40:15,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 870 МОСКВ,361,,,
375,100,94,78,96,0,2,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ЛИЦ 1533 МОСКВ,368,,,
366,100,86,92,86,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,02.07.2018,ГОРОД,Победитель олимпиады из Перечня,23.06.2017,ЛИЦ 15 САРОВ,364,,,
359,75,92,100,91,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,30.06.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1511,358,,,
356,100,82,78,94,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,23.06.2018,ЛИЦ ЭЛИСТИНСК ЛИЦ ЭЛИСТ,354,,,
386,100,98,94,87,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,27.06.2018,ЛИЦ 39 МАХАЧКАЛ,379,,,
360,75,90,100,87,0,3,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 14:07:22,ГОРОД,Призер олимпиады из Перечня,23.06.2018,СОШ 6 МЫТИЩ,352,,,
358,85,86,90,96,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,Не является  победителем олимпиады,23.06.2018,СОШ 33 НОГИНСК,357,,,
252,NA,92,86,73,0,1,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 14:24:24,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Победитель олимпиады из Перечня,21.06.2018,ЛИЦ 239 САНКТ,251,,,
363,100,88,100,73,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,Призер олимпиады из Перечня,25.06.2018,САНКТ ПЕТЕРБУРГСК ПОЛИТЕХНИЧЕСК УНИВЕРСИТЕТ ПЕТР ВЕЛИКОГО,361,,,
376,100,88,86,100,0,2,0,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД,Призер олимпиады из Перечня,23.06.2018,ГИМНАЗ 1534 МОСКВ,374,,,
356,100,84,84,87,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,СОШ 2005 МОСКВ,355,,,
345,100,82,74,85,2,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,УНИВЕРСИТЕТСК ГИМНАЗ МГ,341,,,
361,85,88,86,98,2,2,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,СОШ 2007 МОСКВ,357,,,
362,85,86,96,94,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2018,ЛИЦ 1580 МОСКВ,361,,,
361,70,96,96,91,0,3,5,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Не является  победителем олимпиады,23.06.2017,ГИМНАЗ 1515 МОСКВ,353,,,
335,65,80,96,87,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 15:52:08,ГОРОД,Не является  победителем олимпиады,23.06.2018,УЧИЛИЩ ТВЕРСКО СВУ,328,,,
344,100,76,78,89,0,1,0,TRUE,НЕ_НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018 16:11:30,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,Призер олимпиады из Перечня,23.06.2018,ГИМНАЗ 1534 МОСКВ,343,,,
345,70,88,82,98,0,2,5,TRUE,НУЖДАЕТСЯ_В_ОБЩЕЖИТИИ,05.07.2018,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,Не является  победителем олимпиады,23.06.2018,ГИМНАЗ ЩЕЛКОВ,338,,,
